id,kind,title,abstract,org,year,status,url,source,is_synthetic
SYN-00835,patent,Scalable froth flotation and magnetic separation process for beneficiation of cobalt ore,This patent describes a froth flotation and magnetic separation process for beneficiation of cobalt ore. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-IMMT,2023,Published,,SYNTHETIC-DEMO,True
SYN-00836,patent,Energy-efficient lithium alloy and cathode materials for battery and magnet applications,This patent describes a lithium alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT Kharagpur,2017,Granted,,SYNTHETIC-DEMO,True
SYN-00837,patent,Improved lithium alloy and cathode materials for battery and magnet applications,This patent describes a lithium alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT (ISM) Dhanbad,2025,Published,,SYNTHETIC-DEMO,True
SYN-00838,patent,Selective froth flotation and magnetic separation process for beneficiation of nickel ore,This patent describes a froth flotation and magnetic separation process for beneficiation of nickel ore. Results indicate higher recovery and lower energy use than conventional routes.,BARC,2025,Published,,SYNTHETIC-DEMO,True
SYN-00839,patent,Scalable froth flotation and magnetic separation process for beneficiation of vanadium ore,This patent describes a froth flotation and magnetic separation process for beneficiation of vanadium ore. Results indicate higher recovery and lower energy use than conventional routes.,BARC,2025,Under examination,,SYNTHETIC-DEMO,True
SYN-00840,patent,Scalable graphite alloy and cathode materials for battery and magnet applications,This patent describes a graphite alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-NML,2024,Published,,SYNTHETIC-DEMO,True
SYN-00841,patent,Low-cost hydrometallurgy route using acid leaching and solvent extraction for rare earth refining,This patent describes a hydrometallurgy route using acid leaching and solvent extraction for rare earth refining. Results indicate higher recovery and lower energy use than conventional routes.,NFTDC,2023,Under examination,,SYNTHETIC-DEMO,True
SYN-00842,patent,Novel nickel alloy and cathode materials for battery and magnet applications,This patent describes a nickel alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT Madras,2016,Granted,,SYNTHETIC-DEMO,True
SYN-00843,patent,Novel lithium alloy and cathode materials for battery and magnet applications,This patent describes a lithium alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT (ISM) Dhanbad,2022,Under examination,,SYNTHETIC-DEMO,True
SYN-00844,paper,Scalable lithium alloy and cathode materials for battery and magnet applications,This paper describes a lithium alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,KABIL,2016,Published,,SYNTHETIC-DEMO,True
SYN-00845,paper,Improved froth flotation and magnetic separation process for beneficiation of nickel ore,This paper describes a froth flotation and magnetic separation process for beneficiation of nickel ore. Results indicate higher recovery and lower energy use than conventional routes.,BARC,2016,Published,,SYNTHETIC-DEMO,True
SYN-00846,patent,Improved nickel alloy and cathode materials for battery and magnet applications,This patent describes a nickel alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT Madras,2020,Granted,,SYNTHETIC-DEMO,True
SYN-00847,project,Novel hydrometallurgy route using acid leaching and solvent extraction for cobalt refining,This project describes a hydrometallurgy route using acid leaching and solvent extraction for cobalt refining. Results indicate higher recovery and lower energy use than conventional routes.,NFTDC,2019,Ongoing,,SYNTHETIC-DEMO,True
SYN-00848,patent,Selective hydrometallurgy route using acid leaching and solvent extraction for lithium refining,This patent describes a hydrometallurgy route using acid leaching and solvent extraction for lithium refining. Results indicate higher recovery and lower energy use than conventional routes.,KABIL,2024,Published,,SYNTHETIC-DEMO,True
SYN-00849,patent,Improved lithium alloy and cathode materials for battery and magnet applications,This patent describes a lithium alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT (ISM) Dhanbad,2022,Published,,SYNTHETIC-DEMO,True
SYN-00850,patent,Selective hydrometallurgy route using acid leaching and solvent extraction for graphite refining,This patent describes a hydrometallurgy route using acid leaching and solvent extraction for graphite refining. Results indicate higher recovery and lower energy use than conventional routes.,NFTDC,2025,Under examination,,SYNTHETIC-DEMO,True
SYN-00851,patent,Energy-efficient hydrometallurgy route using acid leaching and solvent extraction for lithium refining,This patent describes a hydrometallurgy route using acid leaching and solvent extraction for lithium refining. Results indicate higher recovery and lower energy use than conventional routes.,IISc Bangalore,2022,Granted,,SYNTHETIC-DEMO,True
SYN-00852,patent,Selective hydrometallurgy route using acid leaching and solvent extraction for lithium refining,This patent describes a hydrometallurgy route using acid leaching and solvent extraction for lithium refining. Results indicate higher recovery and lower energy use than conventional routes.,NFTDC,2018,Published,,SYNTHETIC-DEMO,True
SYN-00853,project,Selective recycling process for nickel recovery from spent batteries and e-waste,This project describes a recycling process for nickel recovery from spent batteries and e-waste. Results indicate higher recovery and lower energy use than conventional routes.,NMDC R&D Centre,2017,Completed,,SYNTHETIC-DEMO,True
SYN-00854,patent,Scalable geochemical survey and remote sensing approach for nickel exploration,This patent describes a geochemical survey and remote sensing approach for nickel exploration. Results indicate higher recovery and lower energy use than conventional routes.,KABIL,2018,Under examination,,SYNTHETIC-DEMO,True
SYN-00855,paper,Improved froth flotation and magnetic separation process for beneficiation of lithium ore,This paper describes a froth flotation and magnetic separation process for beneficiation of lithium ore. Results indicate higher recovery and lower energy use than conventional routes.,BARC,2022,Published,,SYNTHETIC-DEMO,True
SYN-00856,project,Low-cost froth flotation and magnetic separation process for beneficiation of rare earth ore,This project describes a froth flotation and magnetic separation process for beneficiation of rare earth ore. Results indicate higher recovery and lower energy use than conventional routes.,BARC,2013,Ongoing,,SYNTHETIC-DEMO,True
SYN-00857,project,Improved hydrometallurgy route using acid leaching and solvent extraction for nickel refining,This project describes a hydrometallurgy route using acid leaching and solvent extraction for nickel refining. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-IMMT,2019,Ongoing,,SYNTHETIC-DEMO,True
SYN-00858,project,Scalable lithium alloy and cathode materials for battery and magnet applications,This project describes a lithium alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT Madras,2025,Ongoing,,SYNTHETIC-DEMO,True
SYN-00859,project,Scalable hydrometallurgy route using acid leaching and solvent extraction for vanadium refining,This project describes a hydrometallurgy route using acid leaching and solvent extraction for vanadium refining. Results indicate higher recovery and lower energy use than conventional routes.,IISc Bangalore,2023,Ongoing,,SYNTHETIC-DEMO,True
